stab,tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4
0.5029384000950765,0.06646342526718613,0.254764243793961,0.8896295625889293,0.7104044204776078,0.8059853527318763,0.10255580077119975,0.424814306229808,0.11674279533449883,0.3182164969281457,0.49913062094090244,0.5778859899801604,0.6572906126053139
0.80598312197052,0.6864713219994761,0.4078185877070424,0.4500756075466869,0.8777743999696856,0.4094670957789614,0.6917663395783269,0.39491206683429236,0.6894368699879354,0.6959373395650931,0.6056596026968273,0.4403293888317433,0.8896864769456159
0.7697450125489484,0.4686387527560399,0.7988183657984557,0.8824959379337054,0.5468049772371718,0.8138360231907715,0.21234860572862346,0.08192922286990223,0.32742546012552487,0.2691285917930849,0.27145292290313217,0.8841091920905066,0.8731424961078936
0.3880566985473727,0.3834257751226293,0.2041063220690403,0.08313463511120953,0.9428358980810704,0.54934623505563,0.3537794277205819,0.15534882004959583,0.8676370466053809,0.790320554937005,0.8324680064674279,0.9135214623064571,0.7831899154199462
0.6422607736021417,0.9312174144126465,0.7810659536128919,0.19313122024971757,0.2914745776897499,0.7003046469550347,0.5955117948856937,0.1685923594413532,0.1817337199467437,0.8275017947229619,0.6981857307730646,0.11733957191453306,0.4905295596486111
0.7022463566881085,0.36122512323402955,0.9137923026868904,0.5857343126551758,0.6097160281584751,0.8831289761882264,0.20323347684937199,0.07978778034998624,0.14086796467552065,0.8287518173389932,0.5913598717058498,0.16910604626590997,0.6815830887363028
0.7533028407920057,0.8607621893942632,0.5350891606627941,0.4658144288385198,0.7217349971504445,0.29091723897817484,0.4021642438461863,0.7138307892018718,0.9985324003776124,0.5737216653261084,0.9828469142488904,0.2058234557291775,0.42544092960220403
0.28334636312408135,0.7245623792710193,0.5003352238663965,0.044609275011269676,0.02573188578990914,0.5589936933575872,0.3805032402480504,0.3833616673884759,0.5853660000282306,0.39529779894958916,0.5380749090228865,0.09429519071153378,0.02813153118057579
0.3393531288143323,0.4254314948220075,0.1547123548656907,0.8435298441059141,0.7434029529030891,0.6493125907449844,0.24902089095773583,0.15882247335910238,0.683535815754684,0.37874016217311746,0.07510782855242736,0.12193997559282527,0.42946938731505246
0.30366963343663655,0.5761216824811848,0.5834899977814406,0.5785295775739921,0.060687274600298526,0.5244555117697458,0.6736588086131673,0.6139981899758005,0.16019920692943201,0.3163036620384042,0.08222130489656714,0.5250999458203149,0.4778871472540388
0.6763696296041574,0.7108941002011817,0.7614323527065049,0.11794320871578709,0.7779935253667325,0.4635054169446177,0.41475088814479344,0.3669727907528598,0.8401037421130144,0.9327847778676699,0.9239681720054211,0.8149752390860885,0.05310364432322941
0.23474761739350705,0.5992085786089868,0.21408433593388618,0.12229002437422565,0.49094274627927803,0.439018637761519,0.4293536807843247,0.3780981775915935,0.8842803058635569,0.12450180529749019,0.3773502900307895,0.29316721864597634,0.21429309362418916
0.5303218630385924,0.5679633852617048,0.06275576075291359,0.0853745203885756,0.8713992273730568,0.5807285553374075,0.6245916520999365,0.41704744238261504,0.24556449884750875,0.860887874073015,0.09662764583698717,0.30866413435433965,0.6967775776666915
0.18082228711985515,0.023822663146396666,0.6237476786051747,0.6072756230476473,0.030154625923696006,0.310752582880282,0.5414283252083655,0.874881166398086,0.6416074260407217,0.44364720472914354,0.011870567307815189,0.18090982589476615,0.6291055071183731
0.3792611741205843,0.13760082351664582,0.6863603810745553,0.6502116660033321,0.4915454097378672,0.488038714824195,0.5410252948745177,0.7872542282113901,0.22352999640954607,0.08174140361365279,0.11588099116697463,0.12808370711323133,0.8299544371877577
0.24986432752537108,0.8983729113960471,0.06015915538633094,0.5240268482896303,0.938212421150759,0.42564757055688235,0.5578397650527334,0.2306797647829324,0.9413908587883506,0.21433163501407962,0.7670535153092445,0.24946294235439145,0.18065332382173624
0.5991534338712263,0.4187007687018096,0.17468351601038665,0.32384653687361636,0.13636982079961768,0.3197658787460275,0.3063922130418917,0.7452232768827609,0.980549612882172,0.6869890148052145,0.3661549915242965,0.7737877925753456,0.6249080011737745
0.3041946732887876,0.30864885394207486,0.04673065869184862,0.29730326138348795,0.7616492261485731,0.5960152095959825,0.336009877863125,0.4008705200771491,0.5066605498165885,0.3778860099630593,0.3602233400716876,0.2956592457663892,0.6379298039166438
0.5363475890337942,0.45058069963597963,0.8372059348333789,0.23733867227463937,0.3947076575206644,0.5907558081451394,0.5639039515886565,0.5610754739242595,0.13359697923083425,0.014056742624366542,0.9869069324690102,0.7809628233923185,0.2554010920809109
0.8249137102331097,0.9933233733697291,0.4112132170659026,0.6658510966382203,0.4584353334168201,0.5994972559140264,0.691362813884171,0.33889519799785484,0.2033696102888225,0.9533443643741882,0.7764092872996012,0.6503629099073537,0.6181242418877723
0.3510533585594246,0.3367103376641283,0.7769248170323354,0.8201635325384746,0.19694396958147709,0.41841719451115594,0.9397622162799764,0.28053965398033487,0.5302806647390543,0.23749524039832523,0.033743346020211756,0.6443528262097773,0.0122505850739274
0.5371458369975659,0.9846286312595345,0.70327324545788,0.12510136906038274,0.12685785752258724,0.1882360175895928,0.8822164151900076,0.9929689240103972,0.5325137845469263,0.9512421231218254,0.6397560888314748,0.7771225544242424,0.034352131218673754
0.5404105029296062,0.7066431348824384,0.34901946096665326,0.8806945605883714,0.6334669859385874,0.2834795019238003,0.23165097054053851,0.9686112752794604,0.9354894355358376,0.38738076919715014,0.008916723592886103,0.5560760644495171,0.2783505347798011
0.5547490216447788,0.9642529684514793,0.4749602481747897,0.030571312992242423,0.7302648487588469,0.5380855533283828,0.21178986347918238,0.620072962570576,0.577046604301401,0.32042025872282176,0.7673989144774508,0.27894825796272377,0.6194248279881397
0.32294464808837864,0.20859851093080806,0.2615096650968361,0.46669703257834066,0.14647268041209907,0.24270338518593276,0.7264505231947677,0.7680923114932613,0.7576493894560687,0.2804473609567736,0.5777323930940573,0.22517423382684823,0.8824994768652942
0.2826591235467786,0.10437198383706427,0.9786578848451147,0.21603279587904559,0.7047314899721546,0.529307443776047,0.09894577687532502,0.3906389338719487,0.9443704749049162,0.788978105445713,0.6361570598180921,0.2858996513025529,0.23029878709721777
0.5582556195636148,0.8141582818515175,0.8774086578036162,0.1156539008034975,0.7495473527699211,0.5601276359911282,0.23019023629051838,0.9333321289648782,0.18247026887979234,0.8023142472425637,0.09874542380641406,0.9790795859734952,0.6359256006285585
0.7027518410777691,0.4591282061433399,0.5942510411699128,0.8749478524816807,0.9202740385499864,0.3322394695587186,0.2735707055157819,0.7905269862700347,0.9324568447140317,0.18263372294717914,0.10314931243643412,0.6714847256769043,0.8981914203247031
0.5399791805274655,0.37302857988739946,0.8671674280109608,0.041669140777544376,0.8381478551992757,0.45785702724274707,0.2317780738674866,0.944193781097113,0.46197702171595467,0.7659133631468493,0.4238457733219067,0.5132112614914177,0.7430448420099456
0.512086044292981,0.38213749244104867,0.5791717364489544,0.12153137433670502,0.11035932757039718,0.2896637394204597,0.5681731666358538,0.6564417680967849,0.8935029730435824,0.7717974786677169,0.6901133749214418,0.3305646015907303,0.5977437094777892
0.6387402237507372,0.35433718641518286,0.23008172798739787,0.81995777031816,0.449155318855592,0.555566309220872,0.8243916215726321,0.023174958476316343,0.5114768122928779,0.7702102601981454,0.8235510671304712,0.855727100112432,0.1981825241696825
0.3617408940168213,0.9194863976413646,0.5165868525273152,0.3432916267682013,0.4918422669322515,0.26754429909973904,0.9664622286574813,0.2974010943794865,0.9174244136423932,0.60551725601992,0.04144582426831138,0.023111644262093313,0.12907421549805628
0.4904195990096569,0.8309844068211854,0.5524967762003271,0.15494185999402985,0.5335414072855038,0.41722968696216095,0.8906933278199805,0.4337876284346158,0.42949070823868407,0.7706636188823055,0.33424431586597686,0.1774713711355658,0.08753906727790572
0.8177899242453537,0.4054701811034699,0.4694228503207479,0.6978739369847959,0.3475194522058289,0.6293393230313442,0.29902485152277936,0.5220710796319027,0.3273128047687319,0.7886944634967958,0.6066880055628583,0.7482937281752902,0.4788405446960804
0.66514847236619,0.7537895213323055,0.08423169479825354,0.7522800261095218,0.6609013338039869,0.4854734107572461,0.4564134232832282,0.11596537397121676,0.986734124528747,0.5251217715329262,0.13664937640022573,0.5035410895500684,0.7077834498808612
0.4835249503183537,0.9809087743990399,0.0012059104817133959,0.8515093360841407,0.5010647610485988,0.4234281349447953,0.5947754583704251,0.347541400521834,0.7939346622602437,0.927731629702501,0.5789183341532081,0.25432410462482674,0.35189556698882996
0.3257729079319491,0.0003391251806881615,0.06757613715513577,0.6475268274438133,0.4239148447377708,0.6412135555536551,0.16773628653021055,0.11760140165902633,0.8291548609140749,0.08356259319383438,0.1844867889749876,0.27659285637575337,0.6405140978885357
0.8930884354026559,0.6408208647036042,0.8476728672916435,0.6544261369391468,0.7808147425711507,0.5385799726216751,0.3891544896448971,0.831631341646029,0.18673039212039488,0.5199427266502457,0.5629311575893224,0.9693776276498635,0.7128567508698366
0.6438949396343148,0.9248615913924805,0.05811906564062539,0.29938603475304193,0.8727859473093198,0.4302027779730479,0.6735326487964085,0.870759719488102,0.17263582023316504,0.8852672527279813,0.13615860932033869,0.6885833326471821,0.6908195426736777
0.6439173516501776,0.48948025291527325,0.6810993289312834,0.9899577551821886,0.06151774062540576,0.6287791586596887,0.29191050660293394,0.6135354431101605,0.24456313623495896,0.6743418588069615,0.6656975675384815,0.7980222722018413,0.4539423954831795
0.6112963013009164,0.6573990982752156,0.27653326832946473,0.3607220892428975,0.7640318148795964,0.4264229180883707,0.7692179327007648,0.874452948682739,0.08405549259799217,0.7451697129931982,0.823497128217863,0.34680502175011935,0.20280039833473448
0.6421610822758708,0.4452204116616743,0.8352477784452941,0.1796560850250328,0.8949036228817613,0.6133536502202348,0.07019325256572806,0.677062379035724,0.4467728918266525,0.5049604996899417,0.3650506582973071,0.5587656340330898,0.9780563993725098
0.6057197362593622,0.9969410266154182,0.5756437809356391,0.19390467744720413,0.2719287474682497,0.5113513246313122,0.30259611806334186,0.6901748362766389,0.4924663087571022,0.39701179529333275,0.9709759474194924,0.3550941310746578,0.8988376484493135
0.273449920679704,0.25448350949925297,0.10449254705676536,0.8562877715922586,0.29364580709681637,0.547951127703846,0.2794554358667891,0.8428955256044859,0.258404567619682,0.27982790527513945,0.8083234754060706,0.7495782856130937,0.240029491482089
0.741610202732216,0.4721138833631982,0.5069810494595328,0.223446388421191,0.6745418105035998,0.4571573133805939,0.9718879218923298,0.10014296181357296,0.5679577371447487,0.9529381510774863,0.11719377441320285,0.282167005123817,0.9516441449538708
0.7184727151443737,0.7343737069772253,0.5485718488750437,0.7244983291522008,0.9345275268573427,0.29462539247369296,0.627196385461822,0.8709174297623961,0.6058487572324185,0.12753221263134243,0.48577233100202355,0.8266742418007251,0.49371251759440293
0.3763856730241054,0.3673203758752065,0.9522250167723908,0.07562636758723026,0.7215503413919527,0.5564238144902027,0.9418911318136998,0.30285249190071073,0.11186662600178687,0.41362994049106905,0.5917544837237798,0.26774974284896463,0.15770995484978495
0.8041342025782594,0.42709360702659704,0.40119025640684886,0.5382921885575503,0.9221150983817161,0.5300260490079376,0.6245063435389602,0.699467004116726,0.10797819825630839,0.9739161332808569,0.9553998872434378,0.3538084817307191,0.49021518979062717
0.31410336151948315,0.43308602518003886,0.10014471568682085,0.09915600495130047,0.47809201493345166,0.6771605977523174,0.2037833751455811,0.45889705944604786,0.3492022376760118,0.6096821294321331,0.15590888184155788,0.10358721675835306,0.3545162137975223
0.7383920452046311,0.5096092032379361,0.7304076309976204,0.7512425594677925,0.29608598970575417,0.6502459267276814,0.08251374297450398,0.5901156458357086,0.41608058616215726,0.34617031048887226,0.890998090088518,0.45053502969761716,0.720702186419895
0.7526687449544192,0.9627235041667297,0.7792980701642215,0.8708900740611428,0.5772385098333536,0.5348849967926244,0.146906005401245,0.466960588286242,0.8041714376743602,0.9417085908345577,0.6408558171346845,0.06212589957323656,0.45177248843037887
0.7966395525516032,0.9847961682109265,0.4767878697741827,0.43787129124450513,0.8751917276401675,0.7463643926938914,0.024355331726816587,0.3267695013872829,0.4631822223268922,0.14716147015172773,0.9075965928522135,0.9941169952310885,0.6570661493658126
0.3761758364911088,0.5922985947630776,0.2065234651156921,0.5361115661656893,0.13066343841446837,0.4837723229932311,0.48345063248656184,0.4747841846369063,0.6057434434949558,0.545930444593144,0.5526391115936506,0.25647093181074593,0.6800786659674162
0.6537206747941751,0.6329000875460713,0.05999248323953268,0.30752245341369744,0.7253062102035311,0.504500499611765,0.3293092692116364,0.5498458912659997,0.6256387928552477,0.7933241578488677,0.6146339327374707,0.7324157589730461,0.7694216198593651
0.4814540980281122,0.45040086028110543,0.6805061765038363,0.5333935826977435,0.5317907876716664,0.32788464058698036,0.3966972977049281,0.9509297050406691,0.6613723555211388,0.3477003113320907,0.14511844490054188,0.42929900748477884,0.3437968447302181
0.17322935362340025,0.5739192263387045,0.2910008853875908,0.7867202215229138,0.941083536850352,0.5560792300743616,0.4737255718582619,0.3817122777220048,0.5021204617705413,0.07373486595463039,0.05166217315463602,0.10088270167474006,0.09341684370923395
0.5667603028394657,0.37054918366293615,0.04953759932039734,0.3275123888838632,0.27128152972654196,0.4467805120992899,0.7870776532100137,0.6897927240047664,0.19273817820007433,0.544203618582769,0.7243292762701655,0.915689056375639,0.405651572032649
0.5620360410288812,0.8834326668894594,0.23898511095626537,0.3818577164900569,0.8663151297682825,0.763817041872217,0.11279958082726149,0.21479827580545496,0.436891269730884,0.154377620701769,0.17155330292511478,0.7081070099629508,0.7887325606145072
0.6463673196024298,0.8039590544655979,0.6359903202922373,0.047560536376511926,0.7130164269453958,0.47131902441786894,0.5343674093565827,0.8839395603712068,0.18123426883453342,0.4306994011464117,0.9217864456090443,0.019678312519426526,0.3183076164759744
0.3498831639952779,0.9363776896012448,0.18906818217110347,0.7313041536835462,0.29523987881716995,0.4903552220291418,0.6274234454356338,0.43480884497499117,0.48296416227945427,0.6110248607466948,0.31450469009924154,0.00976784884233086,0.8207875750710064
0.484218806943275,0.2563773741602384,0.35262022944145605,0.014419372695444403,0.9227499118865203,0.4385690704322191,0.31663677635038456,0.4106946964933258,0.9656757754017299,0.7326425214595064,0.8982823763703711,0.032921000713915814,0.7234189343551536
0.547056348392659,0.6707099206040492,0.8767407324296076,0.03292897982637432,0.1820400325787417,0.526982999933183,0.13542163141265529,0.794409398345106,0.5107706439826536,0.9749058364000577,0.5250067583283999,0.2768197833712391,0.05496833988898579
0.5731509020723861,0.916455907851997,0.8685027535973123,0.0764713518982236,0.9247536056730318,0.6726756164552128,0.1674446272860708,0.8413656302201514,0.015880473247172455,0.05749593735370723,0.562338156601778,0.1722893724762059,0.7252701031357579
0.4227862098053094,0.43358424885394037,0.2572727358836191,0.9970072515207268,0.12436251919264465,0.5047793587470335,0.5771391057423537,0.5458010727901109,0.3810773082564928,0.3339264281383578,0.049415412392659064,0.9127554417172664,0.4985798735374787
0.48623291098888327,0.8980712848477207,0.5264287856257662,0.4522671383893773,0.063994492694326,0.8082507644198209,0.10535214924207881,0.34502937425800373,0.18726287853437062,0.8740957223286343,0.3025471618938336,0.5652030108652144,0.8135954779334862
0.33216213963284996,0.19776499347823912,0.10966506923625491,0.7023471154026734,0.13976893205123028,0.494494862333318,0.7575217025775932,0.282380984253384,0.49348351907735677,0.8730966036177111,0.9702178583713049,0.7006267412999855,0.9591598020795884
0.635212369192183,0.24791704371623996,0.9971393008165766,0.450217113814631,0.7792388560867899,0.5638428049407496,0.549690204900216,0.48259490471832067,0.3031182307459823,0.8334030760185601,0.6107738198206559,0.17980640641723514,0.816644133924098
0.8358573719842697,0.9243272195197758,0.8801778952484762,0.43155292199273715,0.8135231724890464,0.7345551268277439,0.4861242412964544,0.35925722936038595,0.002675267977250595,0.8972519035306424,0.18718187340290998,0.9494779430768502,0.8145162876103158
0.6080058755696748,0.9635024734593811,0.8305122775441502,0.4866168606913554,0.04095491654209941,0.39692375785856376,0.9423693385405909,0.3839182092474476,0.4856553732127388,0.8596674653480846,0.6427490681825512,0.9427540654176298,0.9881224611339734
0.410838630788323,0.11119817006924686,0.8921953255860596,0.9893266972867502,0.7161846031810039,0.588810119020617,0.8858321728073135,0.10175523159893607,0.27656000404235526,0.8846470319978379,0.012188548428322177,0.6682808040571343,0.4619830461275749
0.5866260893708193,0.9790337835007403,0.3023126344330671,0.4796248307148738,0.5883872360251451,0.585021888574212,0.8335226855104861,0.33169509631065375,0.10974438655644181,0.2429210753668752,0.3170773877852587,0.42202917904127796,0.7999237096000257
0.7524512734893882,0.05757583651988542,0.7850292821570022,0.9249882621881143,0.6533481037686003,0.6288810518264438,0.6114892928976694,0.1071852816733283,0.4310590939122929,0.3866843452507003,0.8012109096495696,0.8253761207974918,0.7459595582740094
0.3241211399720862,0.8295572778964202,0.4347650408611233,0.19303525804484686,0.46675207326133583,0.1972058049572219,0.88980231232109,0.6985963336776019,0.7936889104703344,0.5375886557889068,0.10860789215631454,0.33551381639750905,0.1853151401724928
0.867268468349172,0.720476680084163,0.8448112400708425,0.6635390252315759,0.25424208001512477,0.33761792417530084,0.6544616252281195,0.8303027103261477,0.49646714617334964,0.7511307746683717,0.905313274329691,0.9745580816780156,0.10205503921838194
0.38943681807031316,0.29820861382471586,0.5912159952383479,0.9349026910464919,0.9200020662484014,0.3624973601480301,0.41814897129890993,0.7361993298875714,0.7558382706544109,0.1842254173475591,0.030022415287428092,0.45906938410960085,0.22205996744860915
0.32088634510284186,0.9993237426732857,0.2716836657726102,0.311772629949884,0.4097343470080485,0.552013167299588,0.39796799332845545,0.3664701219435358,0.6047214290657217,0.4893786815592528,0.39027143655661917,0.891092441536585,0.004075151015718835
0.4573371063794096,0.5239386713098598,0.15989319373478475,0.8458942811650632,0.43207530238875136,0.2609179015019953,0.8692982500686359,0.9023943468459443,0.4285159118788987,0.20131677485967844,0.8837030648645299,0.14836605333519987,0.8597742742856478
0.14718287945293906,0.013614793161895719,0.10434285729923606,0.3112025377537685,0.47433934162046365,0.6950811806842867,0.01771849423227234,0.007855377879986136,0.9351265977435321,0.26775874893510343,0.2593581787160714,0.18101758340186294,0.13463919768774485
0.782940955088866,0.7008705633665168,0.6705309629084117,0.2409404104716177,0.5367755509996962,0.39302375680575424,0.009976546266668329,0.8644945047987174,0.9485407194671585,0.8568867601838488,0.42722817030148785,0.8883447802021646,0.6070365446948502
0.31906734515118595,0.038562721212609646,0.24215436608488458,0.9024391440638165,0.5301538291745679,0.6179834555270838,0.509910467253023,0.6414763746070477,0.029459020801804847,0.7392370651719132,0.6033602221500041,0.5877857527091102,0.3305144916364382
0.8456643754751981,0.955764614441396,0.32850497358605607,0.6633746112535215,0.7364807237446346,0.48739246020774235,0.5346984537808999,0.35650462214537093,0.6624423903585466,0.7104941596979947,0.7012383120556865,0.9424095516935395,0.6347967079553603
0.6594483688590257,0.9427824015141022,0.43430488287461355,0.7091652137751374,0.12030289766983296,0.6880131589948997,0.08787126121743016,0.03043694641486705,0.8625756339420033,0.612602488715083,0.6547448489754759,0.8514486489360812,0.5790728311431946
0.3947970494158024,0.6683264799952722,0.31388220827908475,0.2222100013541153,0.1410137437850559,0.6773942166388784,0.06888507194850235,0.07783397553133797,0.8644785245252096,0.1855279556629311,0.6924471136255845,0.539472344307906,0.7958029335146563
0.36891500616968653,0.07657460158967354,0.1679877674377633,0.3449428301712918,0.8135859771417217,0.5594234444253494,0.39662312890662077,0.36751657853222763,0.5838653428780073,0.9309148779033263,0.24325709309395138,0.3479459356914746,0.11432495269806553
0.5433459517116608,0.46460808288984295,0.797643921058888,0.49062708573179853,0.5972866455843103,0.4809637834330022,0.6253639635336373,0.1798362005402565,0.7668012365375404,0.3192309063387727,0.27716512032753243,0.5101052573235064,0.33143755759604043
0.4254555076152547,0.46456667557268255,0.6060231720726492,0.07547463128650322,0.18679017418732663,0.35902647085663225,0.44004717878458144,0.6579201254606588,0.8221279564601547,0.3395811974841094,0.6832545001084902,0.18147158185142792,0.7180504833762676
0.2435442490078677,0.4209824952632673,0.4553655289675383,0.006580155757890595,0.027996060209962627,0.688827711664731,0.24101874515384014,0.08274284389322606,0.6548101049902386,0.4129930250935868,0.0832084382331139,0.316802958478967,0.6143935827454738
0.5567109150909588,0.21790826730801305,0.5200104193186842,0.41856870299873394,0.9501449602142021,0.7345229173462247,0.1651236561623335,0.580734562736261,0.10226931444893528,0.6976176690088696,0.7080170087729311,0.09500593162360285,0.7215886678928296
0.7089013858657318,0.661753714181234,0.19641219087779233,0.7669069305003827,0.5221718055992052,0.2971581504940152,0.6213355581751102,0.6213399785080237,0.854051317398334,0.3050954066790804,0.17739197796000045,0.9478250038777641,0.669932884590856
0.2631933587532098,0.14053030181060921,0.35419735105197864,0.642457718535757,0.22879234926195974,0.543283572175218,0.4756482229589942,0.7507494334138092,0.16769630234795385,0.9893480704163894,0.14956049052402898,0.5228429360501453,0.23249987391552931
0.6035975364042067,0.15339614848311678,0.3796931534545853,0.8071481700869845,0.474489680803567,0.35092187381038015,0.5889616680761187,0.6469541247337102,0.7073275898440259,0.6100779730518134,0.9837612478137151,0.8920430142800809,0.07454699501143386
0.22103878884857003,0.9386584445560284,0.0005505597077175364,0.27498779820811386,0.5869823398410319,0.408779675945297,0.42560321309730276,0.5401196007641738,0.8123365728286905,0.505458522142691,0.9670791951753822,0.42746891172909446,0.3844594693945045
0.1871876433014481,0.10842384141556087,0.12645202679251644,0.08217166546124974,0.9892105115904549,0.31503980677861726,0.9668596784889743,0.26982765577088763,0.8090126118318612,0.7290223335701386,0.07680483850912391,0.7579431112395552,0.8416560390160182
0.587844839603981,0.2586092908302101,0.7883656346988936,0.34769764228534833,0.3198140559581971,0.6956692490239911,0.2942197823554058,0.2530089825412938,0.4118196860922596,0.6855213657594766,0.6282434433047687,0.2423355940533005,0.8424681211495069
0.5231314676228395,0.3029723512670447,0.4030797648872939,0.3661419748175819,0.4206773745310026,0.4690314447331801,0.2694985597398636,0.9086692563404399,0.42788331408249747,0.47051203492000837,0.09121119693966499,0.15522230623863462,0.9566634102908882
0.5560520824253924,0.7877838156912309,0.4751503280529666,0.877093326602459,0.0627373953587792,0.5747054814649752,0.507040114923106,0.14672310823391888,0.6506200424774453,0.7880150081100936,0.44091223366229326,0.6290531783840178,0.9515084149857984
0.70930521125163,0.502765730284688,0.5715975386978556,0.34993974692488977,0.2563748472606313,0.5936273900069986,0.4926680338753995,0.3974816380239877,0.36022025323392715,0.6777407721434754,0.6053880204472157,0.3818369277264592,0.6282288633078926
0.22009736211445127,0.4624101061468226,0.2253680397840441,0.5649126225846673,0.6491103946468008,0.367811021410627,0.6230777573021904,0.3144435564179311,0.9575041543624299,0.4133984784611131,0.43497949398495606,0.02564133304050758,0.03427104162598721
0.7808363907022211,0.6677610907939188,0.6061183168625468,0.9205403357761122,0.7838611758312967,0.6215771503812935,0.6426839642225317,0.0006071143553241232,0.5272937122737873,0.3623432539228557,0.6814126336167078,0.8699508337622825,0.3111039228469351
0.6322424257004198,0.6641225710653641,0.36796164402247306,0.7818986846052576,0.21958611737418499,0.29959700522877414,0.7788692299827864,0.6829741753558256,0.6279348737304388,0.4414934466384053,0.4741687850025481,0.687200994488157,0.851280614754243
0.48194902738960954,0.8050684383872756,0.5957700581137004,0.7031197115855724,0.19282299042527581,0.3778019486243998,0.9804788213548004,0.566820213835221,0.3192382719357718,0.18993971098648263,0.3825807959223385,0.49356217603311636,0.6251688677730887
0.8400174814600947,0.6383251785328472,0.7804844194640228,0.8359383426906167,0.43457486535778317,0.6068615655441485,0.8860225314716864,0.047996333028458515,0.27859533598712294,0.6422512845362262,0.34941360938147664,0.7852371298741226,0.9285692786289955
0.4090984873075164,0.5854298109204928,0.9752026797411403,0.1231240578013367,0.2027433393839041,0.747023965155931,0.4699468220285504,0.10218609867511685,0.24032221662585562,0.475779695435778,0.6747969991337514,0.3109451342572199,0.8653735288860626
0.33942357089458663,0.19816559307735288,0.7510850037677,0.36227174108430094,0.31138812898849366,0.6041002548449588,0.8927415268351719,0.05680793215342406,0.2709482693253691,0.4896958475594011,0.3080483892633588,0.3679817806859588,0.48095495022945767
0.24371652884226147,0.15781689050742487,0.14473094266255873,0.036200666653076745,0.9997899738947008,0.7382672135983517,0.12585927355511695,0.5045230316105875,0.20705162784263864,0.9313829968177915,0.4763560595947335,0.611445062732539,0.6333293507096562
